DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G,POWER_KW
1965-08-04,11.92,0,0.2,4.0,,4.0,,12.5,2180.68
1965-08-05,17.54,0,0.0,4.0,,4.0,,10.7,2304.26
1965-08-06,12.33,0,2.8,4.0,,4.0,,7.7,2199.66
1965-08-07,8.63,0,0.2,4.0,,4.0,,6.0,420.69
1965-08-08,3.58,0,0.0,4.0,,4.0,,6.0,0.0
1965-08-09,6.54,0,0.2,4.0,,4.0,,6.1,91.27
1965-08-10,9.75,0,0.0,4.0,,4.0,,10.7,723.23
1965-08-11,11.08,0,0.0,4.0,,4.0,,12.4,1464.35
1965-08-12,11.17,0,0.0,4.0,,4.0,,14.4,1296.21
1965-08-13,6.5,0,0.0,4.0,,4.0,,14.7,98.37
1965-08-14,7.12,0,0.2,4.0,,4.0,,12.7,147.31
1965-08-15,7.21,0,0.0,4.0,,4.0,,11.6,169.65
1965-08-16,4.21,0,0.0,4.0,,4.0,,6.8,1.2
1965-08-17,7.87,0,0.0,4.0,,4.0,,10.0,264.74
1965-08-18,12.67,0,0.0,4.0,,4.0,,12.8,2117.34
1965-08-19,10.96,0,1.4,4.0,,4.0,,9.0,1287.83
1965-08-20,14.17,0,4.6,4.0,,4.0,,6.1,2174.26
1965-08-21,14.88,0,2.2,4.0,,4.0,,11.0,1730.8
1965-08-22,16.83,0,0.8,4.0,,4.0,,8.8,2025.28
1965-08-23,11.87,0,0.5,4.0,,4.0,,10.5,2279.9
1965-08-24,16.42,0,4.7,4.0,,4.0,,11.1,1799.93
1965-08-25,15.71,0,0.4,4.0,,4.0,,7.3,1864.45
1965-08-26,7.79,0,0.6,4.0,,4.0,,10.3,270.34
1965-08-27,8.58,0,1.3,4.0,,4.0,,2.0,434.6
1965-08-28,16.92,0,0.0,4.0,,4.0,,12.2,2070.13
1965-08-29,15.25,4,0.0,4.0,,4.0,,8.1,2097.84
1965-08-30,11.87,0,1.8,4.0,,4.0,,7.1,2030.84
1965-08-31,9.87,0,3.0,4.0,,4.0,,6.1,935.18
1965-09-01,7.75,0,0.0,4.0,,4.0,,1.6,260.25
1965-09-02,3.29,0,0.0,4.0,,4.0,,1.5,0.0
1965-09-03,10.63,0,0.8,4.0,,4.0,,2.2,1259.83
1965-09-04,13.54,0,2.0,4.0,,4.0,,5.0,2379.98
1965-09-05,11.29,0,0.5,4.0,,4.0,,9.6,1519.1
1965-09-06,3.96,0,0.2,4.0,,4.0,,6.4,0.29
1965-09-07,5.33,4,0.0,4.0,,4.0,,3.0,22.17
1965-09-08,7.29,0,1.4,4.0,,4.0,,,175.16
1965-09-09,16.33,0,1.4,4.0,,4.0,,,1565.47
1965-09-10,14.21,0,1.0,4.0,,4.0,,,2169.48
1965-09-11,10.92,0,0.2,4.0,,4.0,,9.7,1259.19
1965-09-12,3.42,0,1.2,4.0,,4.0,,7.8,0.0
1965-09-13,2.71,0,1.2,4.0,,4.0,,10.0,0.0
1965-09-14,4.25,0,0.3,4.0,,4.0,,3.8,1.4
1965-09-15,6.42,0,2.5,4.0,,4.0,,13.2,86.83
1965-09-16,9.54,0,2.0,4.0,,4.0,,7.2,686.35
1965-09-17,12.71,0,25.1,4.0,,4.0,,6.3,2102.62
1965-09-18,13.04,0,0.6,4.0,,4.0,,7.6,1948.09
1965-09-19,9.25,4,0.0,4.0,,4.0,,0.0,664.86
1965-09-20,9.54,0,0.0,4.0,,4.0,,8.2,761.76
1965-09-21,12.21,4,0.0,4.0,,4.0,,6.6,1812.91
1965-09-22,8.25,4,0.0,4.0,,4.0,,12.1,386.93
1965-09-23,4.21,0,2.6,4.0,,4.0,,7.5,1.1
1965-09-24,5.96,0,25.3,4.0,,4.0,,2.7,52.4
1965-09-25,4.29,4,0.0,4.0,,4.0,,10.0,1.66
1965-09-26,3.42,0,11.0,4.0,,4.0,,9.4,0.0
1965-09-27,5.37,0,0.0,4.0,,4.0,,0.6,20.82
1965-09-28,2.5,0,0.0,4.0,,4.0,,-2.0,0.0
1965-09-29,11.63,0,0.1,4.0,,4.0,,7.7,1746.63
1965-09-30,15.63,4,0.0,4.0,,4.0,,9.8,1939.36
1965-10-01,8.0,0,11.5,4.0,,4.0,,6.2,320.5
1965-10-02,4.67,0,1.5,4.0,,4.0,,8.7,4.37
1965-10-03,9.79,0,4.2,4.0,,4.0,,6.6,725.05
1965-10-04,6.79,0,1.5,4.0,,4.0,,12.3,103.59
1965-10-05,2.13,0,0.1,4.0,,4.0,,6.5,0.0
1965-10-06,0.42,0,2.5,4.0,,4.0,,5.1,0.0
1965-10-07,4.96,0,0.1,4.0,,4.0,,10.5,10.03
1965-10-08,10.71,4,0.0,4.0,,4.0,,12.7,1200.01
1965-10-09,11.79,4,0.0,4.0,,4.0,,7.8,1868.39
1965-10-10,9.04,4,0.0,4.0,,4.0,,1.6,618.07
1965-10-11,4.0,4,0.0,4.0,,4.0,,-0.5,0.37
1965-10-12,3.0,0,0.0,4.0,,4.0,,-1.3,0.0
1965-10-13,3.29,4,0.0,4.0,,4.0,,8.8,0.0
1965-10-14,6.75,0,2.0,4.0,,4.0,,2.7,117.4
1965-10-15,10.08,4,0.0,4.0,,4.0,,1.6,945.38
1965-10-16,5.29,4,0.0,4.0,,4.0,,0.8,20.55
1965-10-17,4.96,0,0.3,4.0,,4.0,,1.4,7.4
1965-10-18,5.33,0,0.0,4.0,,4.0,,8.0,21.31
1965-10-19,9.21,0,0.0,4.0,,4.0,,4.2,566.64
1965-10-20,10.46,4,0.0,4.0,,4.0,,3.4,896.99
1965-10-21,11.87,0,0.0,4.0,,4.0,,6.1,2007.25
1965-10-22,8.96,0,0.0,4.0,,4.0,,9.3,602.91
1965-10-23,7.87,0,0.0,4.0,,4.0,,7.5,268.04
1965-10-24,6.83,0,0.0,4.0,,4.0,,-1.6,131.71
1965-10-25,7.17,4,0.0,4.0,,4.0,,1.8,186.93
1965-10-26,6.08,0,0.0,4.0,,4.0,,0.5,63.28
1965-10-27,17.0,0,1.3,4.0,,4.0,,10.1,2327.99
1965-10-28,20.0,0,0.2,4.0,,4.0,,8.8,2148.43
1965-10-29,15.12,4,0.0,4.0,,4.0,,2.3,2015.09
1965-10-30,21.62,0,1.8,4.0,,4.0,,7.2,1679.61
1965-10-31,19.21,0,8.5,4.0,,4.0,,4.4,1950.79
1965-11-01,29.17,4,0.0,4.0,,4.0,,6.7,0.0
1965-11-02,12.04,0,0.0,4.0,,4.0,,0.1,2434.19
1965-11-03,11.42,0,0.3,4.0,,4.0,,-3.8,1589.43
1965-11-04,6.04,0,0.0,4.0,,4.0,,-2.6,54.02
1965-11-05,4.83,0,0.0,4.0,,4.0,,-1.0,8.08
1965-11-06,16.0,0,1.3,4.0,,4.0,,-0.5,2008.72
1965-11-07,11.58,0,5.6,4.0,,4.0,,3.8,2009.14
1965-11-08,9.59,0,1.4,4.0,,4.0,,1.6,689.77
1965-11-09,9.38,0,0.9,4.0,,4.0,,7.7,674.96
1965-11-10,6.96,0,0.0,4.0,,4.0,,7.5,124.88
1965-11-11,14.83,0,2.3,4.0,,4.0,,5.5,1736.0
1965-11-12,6.75,0,0.7,4.0,,4.0,,1.5,104.96
1965-11-13,8.5,0,5.6,4.0,,4.0,,4.4,405.58
1965-11-14,11.63,4,0.0,4.0,,4.0,,0.5,1674.9
1965-11-15,11.34,0,11.2,4.0,,4.0,,-6.6,1460.69
1965-11-16,27.58,0,52.2,4.0,,4.0,,0.0,0.0
1965-11-17,25.33,0,25.6,4.0,,4.0,,0.0,0.0
1965-11-18,15.92,0,19.1,4.0,,4.0,,4.0,1699.06
1965-11-19,9.75,0,2.0,4.0,,4.0,,5.4,855.52
1965-11-20,15.75,0,9.0,4.0,,4.0,,3.3,2016.49
1965-11-21,10.75,0,5.3,4.0,,4.0,,-0.1,1060.16
1965-11-22,10.67,4,0.0,4.0,,4.0,,-6.5,1163.3
1965-11-23,20.0,0,5.8,4.0,,4.0,,-4.4,1849.57
1965-11-24,7.46,0,28.0,4.0,,4.0,,-3.4,208.69
1965-11-25,13.75,0,7.0,4.0,,4.0,,3.3,2268.09
1965-11-26,9.33,0,6.1,4.0,,4.0,,-4.4,524.32
1965-11-27,16.33,0,0.1,4.0,,4.0,,-1.0,2023.01
1965-11-28,9.5,0,2.9,4.0,,4.0,,-3.2,692.18
1965-11-29,20.33,0,0.2,4.0,,4.0,,-1.0,2134.27
1965-11-30,19.38,0,0.0,4.0,,4.0,,-3.3,2042.64
1965-12-01,9.96,0,4.5,4.0,,4.0,,-6.5,811.93
1965-12-02,19.25,0,2.6,4.0,,4.0,,2.2,1936.19
1965-12-03,15.96,0,0.6,4.0,,4.0,,0.8,1840.79
1965-12-04,6.46,0,3.5,4.0,,4.0,,-3.8,93.55
1965-12-05,15.63,0,1.7,4.0,,4.0,,0.1,2004.26
1965-12-06,18.63,0,0.1,4.0,,4.0,,-1.1,2380.24
1965-12-07,11.0,0,1.8,4.0,,4.0,,-2.2,1365.57
1965-12-08,13.46,0,9.2,4.0,,4.0,,-1.2,1858.32
1965-12-09,24.0,0,5.2,4.0,,4.0,,5.0,1697.26
1965-12-10,14.29,0,1.0,4.0,,4.0,,1.1,1639.37
1965-12-11,11.54,0,4.2,4.0,,4.0,,-0.7,1424.43
1965-12-12,8.92,0,13.0,4.0,,4.0,,-0.5,532.38
1965-12-13,14.29,0,0.8,4.0,,4.0,,2.2,2101.75
1965-12-14,11.63,0,2.1,4.0,,4.0,,-2.7,1473.31
1965-12-15,8.54,0,0.0,4.0,,4.0,,7.4,454.25
1965-12-16,8.21,0,3.7,4.0,,4.0,,-1.5,323.84
1965-12-17,17.92,0,0.8,4.0,,4.0,,-1.6,2029.36
1965-12-18,7.5,0,0.8,4.0,,4.0,,2.1,242.03
1965-12-19,11.71,4,0.0,4.0,,4.0,,0.5,1963.83
1965-12-20,8.96,0,0.1,4.0,,4.0,,-5.5,515.86
1965-12-21,9.42,0,0.1,4.0,,4.0,,-5.7,615.46
1965-12-22,9.38,0,4.3,4.0,,4.0,,2.7,519.61
1965-12-23,11.04,0,1.0,4.0,,4.0,,2.2,1295.61
1965-12-24,7.12,0,1.6,4.0,,4.0,,3.7,151.23
1965-12-25,7.38,4,0.0,4.0,,4.0,,0.0,171.45
1965-12-26,5.79,0,0.3,4.0,,4.0,,-7.7,38.6
1965-12-27,6.38,0,0.3,4.0,,4.0,,-8.3,78.39
1965-12-28,6.58,0,1.0,4.0,,4.0,,-2.4,93.01
1965-12-29,12.5,0,1.4,4.0,,4.0,,-2.8,1870.0
1965-12-30,17.41,0,1.7,4.0,,4.0,,0.1,2033.73
1965-12-31,9.59,0,6.4,4.0,,4.0,,2.2,768.08
1966-01-01,21.79,0,0.8,0.0,9.1,0.0,4.4,2.0,1729.35
1966-01-02,17.46,0,0.6,0.0,8.9,0.0,4.6,0.6,2212.58
1966-01-03,7.83,0,0.9,0.0,7.2,0.0,1.2,-1.8,251.57
1966-01-04,15.46,0,5.1,0.0,12.8,1.0,-0.9,-3.9,1981.73
1966-01-05,12.83,0,2.8,0.0,12.8,0.0,6.1,7.1,2118.08
1966-01-06,10.96,0,1.6,0.0,12.9,0.0,7.9,3.9,1369.04
1966-01-07,10.5,0,0.0,0.0,12.1,0.0,8.9,8.3,1205.76
1966-01-08,12.5,0,0.0,0.0,11.1,0.0,7.0,6.1,2017.31
1966-01-09,13.37,0,2.3,0.0,9.4,0.0,6.3,2.8,1824.94
1966-01-10,19.21,0,27.8,0.0,7.4,0.0,4.6,3.9,1993.55
1966-01-11,19.55,0,0.0,0.0,6.0,0.0,1.7,-1.3,1691.55
1966-01-12,16.46,0,0.0,0.0,4.4,0.0,1.7,1.7,1914.56
1966-01-13,12.29,0,0.0,0.0,3.9,0.0,2.8,1.0,1882.72
1966-01-14,10.83,4,0.0,0.0,3.7,0.0,2.6,-2.1,1184.93
1966-01-15,6.29,4,0.0,0.0,2.0,1.0,-2.0,-4.9,65.28
1966-01-16,4.71,0,3.5,0.0,1.9,1.0,-2.0,-1.1,4.38
1966-01-17,2.79,0,1.8,0.0,3.7,1.0,-1.1,-4.1,0.0
1966-01-18,8.5,4,0.0,0.0,3.3,0.0,0.0,-0.4,386.83
1966-01-19,14.33,4,0.0,0.0,3.1,1.0,-0.6,-1.7,1911.07
1966-01-20,12.33,0,0.0,0.0,3.0,1.0,-0.4,0.0,1686.8
1966-01-21,4.75,0,0.0,0.0,4.6,0.0,1.2,0.0,6.79
1966-01-22,8.54,0,0.3,0.0,5.1,0.0,1.7,0.0,361.97
1966-01-23,1.13,0,0.5,0.0,6.0,0.0,3.3,0.0,0.0
1966-01-24,8.08,0,13.0,0.0,6.7,0.0,2.8,0.0,312.7
1966-01-25,20.46,0,13.9,0.0,8.3,0.0,5.2,4.3,1808.08
1966-01-26,19.08,0,7.4,0.0,8.7,0.0,5.9,5.8,2280.88
1966-01-27,12.25,0,11.8,0.0,12.3,0.0,6.8,6.7,1737.5
1966-01-28,17.46,0,0.2,0.0,13.3,0.0,6.7,5.9,2165.27
1966-01-29,16.79,0,1.0,0.0,13.0,0.0,9.4,8.6,2178.12
1966-01-30,14.33,4,0.0,0.0,11.1,0.0,7.0,3.7,1829.49
1966-01-31,3.79,0,0.1,0.0,9.2,1.0,-0.7,-3.3,0.09
1966-02-01,13.75,0,2.8,0.0,10.6,0.0,5.0,0.6,1907.09
1966-02-02,13.54,4,0.0,0.0,11.6,0.0,6.1,4.1,2022.76
1966-02-03,10.96,0,4.3,0.0,13.8,0.0,6.7,0.4,1378.91
1966-02-04,10.96,0,1.0,0.0,13.4,0.0,9.4,8.7,1323.21
1966-02-05,19.33,0,2.9,0.0,12.0,0.0,8.8,6.2,2129.73
1966-02-06,10.63,0,0.2,0.0,14.0,0.0,6.8,1.6,1267.73
1966-02-07,8.04,0,8.8,0.0,9.6,0.0,6.1,3.2,244.67
1966-02-08,4.58,0,4.9,0.0,8.9,0.0,6.7,6.0,4.5
1966-02-09,6.13,0,1.6,0.0,7.3,0.0,4.9,3.9,47.49
1966-02-10,13.29,0,0.0,0.0,4.7,0.0,2.8,2.8,2092.87
1966-02-11,11.42,0,2.9,0.0,4.6,0.0,2.4,1.7,1706.57
1966-02-12,12.67,0,0.6,2.0,4.8,0.0,1.8,,1690.93
1966-02-13,11.63,0,0.2,0.0,4.4,0.0,1.7,1.4,1589.19
1966-02-14,12.42,0,6.7,0.0,6.4,0.0,1.1,-0.6,1702.37
1966-02-15,16.46,0,16.8,0.0,5.7,0.0,0.6,-0.8,1866.01
1966-02-16,10.96,4,0.0,0.0,6.0,0.0,2.4,0.6,1251.43
1966-02-17,13.7,0,4.4,0.0,5.3,0.0,1.9,-0.7,2051.37
1966-02-18,13.59,0,17.0,0.0,7.0,0.0,2.1,-0.8,2171.58
1966-02-19,10.04,0,1.6,0.0,11.8,0.0,3.7,2.9,1021.51
1966-02-20,11.92,0,1.4,0.0,11.7,0.0,6.0,4.8,1804.5
1966-02-21,8.71,0,9.3,0.0,10.0,0.0,5.1,-0.6,439.65
1966-02-22,13.59,0,7.4,0.0,8.9,0.0,5.6,5.0,1612.58
1966-02-23,17.79,0,0.7,0.0,10.6,0.0,2.3,-0.6,1798.37
1966-02-24,12.0,0,2.9,0.0,12.8,0.0,1.7,-2.8,2168.85
1966-02-25,21.84,0,1.5,0.0,12.8,0.0,6.0,0.9,2297.56
1966-02-26,22.95,0,0.6,0.0,11.4,0.0,7.1,4.0,1721.57
1966-02-27,23.63,0,0.1,0.0,14.3,0.0,3.9,1.4,1874.92
1966-02-28,14.79,0,1.9,0.0,10.6,0.0,6.0,5.6,1950.84
1966-03-01,9.38,0,2.7,0.0,12.2,0.0,4.6,1.1,671.09
1966-03-02,13.92,0,3.3,0.0,14.0,0.0,5.4,5.4,1828.89
1966-03-03,10.46,0,0.3,0.0,12.7,0.0,5.9,1.0,1131.4
1966-03-04,9.71,0,0.0,0.0,12.0,0.0,2.8,-0.6,731.82
1966-03-05,10.29,0,0.0,0.0,13.8,0.0,5.1,,1011.91
1966-03-06,12.17,0,0.0,0.0,12.8,0.0,8.2,4.7,2086.06
1966-03-07,16.04,0,0.2,0.0,12.3,0.0,8.2,5.1,1974.27
1966-03-08,9.04,0,0.1,0.0,10.6,0.0,5.8,2.0,517.92
1966-03-09,16.13,0,0.0,0.0,10.8,0.0,1.8,-1.1,1936.54
1966-03-10,22.29,0,0.4,0.0,12.7,0.0,4.4,,1959.53
1966-03-11,20.62,0,2.1,0.0,10.1,0.0,3.3,1.1,1878.81
1966-03-12,11.25,0,0.3,0.0,11.1,0.0,1.8,-0.4,1447.9
1966-03-13,11.21,4,0.0,0.0,13.9,0.0,5.9,3.1,1721.66
1966-03-14,8.63,0,0.0,0.0,13.1,0.0,4.4,2.2,459.92
1966-03-15,8.21,0,0.0,0.0,11.2,0.0,6.1,5.0,323.95
1966-03-16,6.87,0,0.0,0.0,11.1,0.0,6.7,6.1,130.73
1966-03-17,14.83,0,1.8,0.0,12.1,0.0,6.7,5.6,1905.2
1966-03-18,7.21,4,0.0,0.0,13.1,1.0,-0.6,-5.0,184.05
1966-03-19,5.25,4,0.0,0.0,15.3,1.0,-2.8,-7.0,18.13
1966-03-20,8.87,0,0.2,0.0,10.4,1.0,-0.3,-5.0,487.42
1966-03-21,9.96,0,0.2,0.0,11.4,0.0,6.7,5.9,900.75
1966-03-22,13.17,0,0.2,0.0,11.3,0.0,4.0,1.9,1654.64
1966-03-23,20.54,0,0.0,0.0,10.0,0.0,5.0,4.9,1730.28
1966-03-24,20.83,0,1.3,0.0,8.4,0.0,0.4,-1.3,1703.09
1966-03-25,10.92,0,1.7,0.0,9.8,1.0,-2.3,-4.4,1314.34
1966-03-26,21.29,0,5.8,0.0,12.2,0.0,0.6,,2313.65
1966-03-27,28.62,0,5.4,0.0,12.0,0.0,2.4,1.7,0.0
1966-03-28,14.54,0,0.2,0.0,11.3,0.0,0.0,-0.6,2088.25
1966-03-29,10.92,0,0.0,0.0,10.6,0.0,3.9,-3.7,1366.31
1966-03-30,13.59,0,0.2,0.0,11.6,2.0,5.5,0.1,1611.91
1966-03-31,12.08,0,10.2,0.0,11.6,0.0,6.1,3.0,1859.31
1966-04-01,14.42,0,17.5,0.0,10.8,0.0,3.6,1.8,1803.75
1966-04-02,11.25,0,0.0,0.0,10.8,1.0,-1.1,-2.9,1391.95
1966-04-03,10.58,4,0.0,0.0,10.0,1.0,-1.9,-8.7,1107.93
1966-04-04,21.25,0,17.4,0.0,8.2,0.0,3.3,1.7,1840.79
1966-04-05,17.37,0,5.7,0.0,10.3,0.0,3.9,3.1,1566.44
1966-04-06,4.88,0,0.0,0.0,12.2,0.0,3.3,3.1,9.07
1966-04-07,9.33,4,0.0,0.0,11.1,0.0,6.7,6.1,564.86
1966-04-08,11.42,0,18.1,0.0,11.0,0.0,7.2,6.7,1623.46
1966-04-09,18.63,0,6.0,0.0,12.6,0.0,7.8,7.2,2385.84
1966-04-10,10.41,0,1.3,0.0,12.9,0.0,6.1,0.6,965.47
1966-04-11,14.21,0,0.2,0.0,10.2,0.0,7.1,4.0,1458.09
1966-04-12,17.71,0,0.0,0.0,7.8,0.0,5.7,4.4,1872.86
1966-04-13,24.71,0,0.0,0.0,5.6,0.0,3.3,3.0,2115.84
1966-04-14,21.79,0,5.9,0.0,4.0,0.0,2.2,0.8,2260.13
1966-04-15,20.62,0,19.0,0.0,5.1,0.0,1.6,0.2,1667.26
1966-04-16,10.41,0,13.3,0.0,5.9,0.0,1.6,0.3,1076.55
1966-04-17,10.71,0,1.3,0.0,6.1,0.0,4.2,3.6,1112.03
1966-04-18,16.66,0,3.7,0.0,6.1,0.0,4.2,3.1,1890.75
1966-04-19,11.71,0,9.9,0.0,7.1,0.0,4.3,3.3,2188.75
1966-04-20,11.96,0,0.2,0.0,12.8,0.0,0.4,-2.7,1657.1
1966-04-21,7.87,0,8.1,2.0,13.5,0.0,1.2,-2.9,276.59
1966-04-22,15.29,0,0.8,0.0,18.1,0.0,8.0,7.3,2125.99
1966-04-23,12.96,0,5.2,0.0,15.6,0.0,8.8,7.2,2223.81
1966-04-24,11.08,0,0.2,0.0,14.9,0.0,5.6,2.3,1431.52
1966-04-25,9.21,4,0.0,0.0,15.3,0.0,5.4,1.7,625.91
1966-04-26,13.75,0,0.1,0.0,12.9,0.0,9.6,6.2,1901.49
1966-04-27,20.88,0,0.1,0.0,14.2,0.0,9.9,6.7,2045.61
1966-04-28,13.54,4,0.0,0.0,14.2,0.0,6.7,3.4,1923.64
1966-04-29,13.29,4,0.0,0.0,18.1,0.0,10.1,6.7,2157.24
1966-04-30,4.75,4,0.0,0.0,18.9,0.0,3.8,-0.6,6.25
1966-05-01,4.54,4,0.0,,,,,,3.8
1966-05-02,1.96,0,0.5,,,,,,0.0
1966-05-03,7.38,0,0.2,,,,,,211.65
1966-05-04,15.34,0,0.9,,,,,,1989.72
1966-05-05,11.34,0,2.5,,,,,,1291.1
1966-05-06,16.0,0,1.1,,,,,,2252.38
1966-05-07,9.38,0,4.4,,,,,,602.11
1966-05-08,5.96,0,0.3,,,,,,45.31
1966-05-09,12.62,0,0.0,,,,,,1880.87
1966-05-10,10.5,0,1.1,,,,,,1270.57
1966-05-11,6.34,0,2.5,,,,,,58.67
1966-05-12,5.79,0,0.0,,,,,,51.38
1966-05-13,11.54,0,0.5,,,,,,1871.29
1966-05-14,11.79,0,5.3,,,,,,1896.82
1966-05-15,6.25,0,0.0,,,,,,67.36
1966-05-16,6.75,0,5.8,,,,,,114.99
1966-05-17,9.87,0,0.2,,,,,,885.63
1966-05-18,9.17,0,0.2,,,,,,631.94
1966-05-19,12.0,0,1.5,,,,,,2111.12
1966-05-20,9.25,0,0.8,,,,,,624.67
1966-05-21,15.96,0,0.6,,,,,,1960.53
1966-05-22,24.41,0,4.1,,,,,,1969.75
1966-05-23,15.04,0,0.6,,,,,,1961.02
1966-05-24,10.75,1,4.0,,,,,,1381.75
1966-05-25,14.96,4,0.0,,,,,,2118.71
1966-05-26,11.38,4,0.0,,,,,,1124.95
1966-05-27,8.17,0,0.0,,,,,,353.44
1966-05-28,6.54,0,0.0,,,,,,93.28
1966-05-29,5.66,0,0.0,,,,,,32.76
1966-05-30,2.62,0,0.0,,,,,,0.0
1966-05-31,0.83,0,0.0,,,,,,0.0
1966-06-01,4.54,0,0.0,,,,,,4.01
1966-06-02,4.79,0,0.0,,,,,,6.45
1966-06-03,8.58,0,0.2,,,,,,444.32
1966-06-04,16.54,0,1.2,,,,,,1805.67
1966-06-05,10.41,0,0.7,,,,,,926.26
1966-06-06,5.33,0,2.0,,,,,,18.71
1966-06-07,2.5,0,0.0,,,,,,0.0
1966-06-08,5.04,0,2.6,,,,,,13.03
1966-06-09,7.96,0,44.9,,,,,,303.74
1966-06-10,12.08,0,1.0,,,,,,2145.02
1966-06-11,7.04,0,8.1,,,,,,151.93
1966-06-12,2.5,0,2.8,,,,,,0.0
1966-06-13,2.29,0,7.6,,,,,,0.0
1966-06-14,5.17,0,0.7,,,,,,16.38
1966-06-15,8.67,0,0.8,,,,,,483.98
1966-06-16,10.34,0,0.6,,,,,,1166.08
1966-06-17,8.63,0,2.1,,,,,,470.81
1966-06-18,5.58,0,0.9,,,,,,30.34
1966-06-19,6.34,0,23.1,,,,,,82.58
1966-06-20,4.21,0,6.9,,,,,,1.16
1966-06-21,4.71,0,0.0,,,,,,5.26
1966-06-22,3.63,0,2.2,,,,,,0.01
1966-06-23,8.92,0,3.8,,,,,,479.9
1966-06-24,14.42,0,1.1,,,,,,1864.96
1966-06-25,9.71,0,0.9,,,,,,768.65
1966-06-26,10.75,0,8.3,,,,,,1142.7
1966-06-27,17.0,0,0.2,,,,,,1938.41
1966-06-28,11.12,0,0.0,,,,,,1168.06
1966-06-29,4.46,0,0.0,,,,,,2.94
1966-06-30,6.42,0,1.1,,,,,,81.09
1966-07-01,3.71,4,0.0,0.0,20.2,0.0,11.8,9.0,0.03
1966-07-02,4.83,0,1.3,0.0,19.8,0.0,11.2,7.0,8.36
1966-07-03,2.88,4,0.0,0.0,17.5,0.0,10.5,7.9,0.0
1966-07-04,1.46,0,7.5,0.0,19.2,0.0,11.2,8.2,0.0
1966-07-05,1.63,0,5.7,0.0,16.5,0.0,12.0,7.5,0.0
1966-07-06,6.96,0,0.2,0.0,17.0,0.0,10.2,6.0,125.77
1966-07-07,6.79,4,0.0,0.0,19.8,0.0,12.0,10.8,107.6
1966-07-08,5.83,4,0.0,0.0,20.5,0.0,14.2,13.0,45.84
1966-07-09,7.67,0,4.2,0.0,17.9,0.0,13.0,6.5,234.93
1966-07-10,7.5,0,3.4,0.0,16.4,0.0,11.7,10.6,204.33
1966-07-11,7.58,0,0.2,0.0,19.6,0.0,10.0,7.0,180.93
1966-07-12,13.79,0,0.0,0.0,20.0,0.0,14.5,14.1,2180.26
1966-07-13,14.83,0,0.2,0.0,19.1,0.0,13.0,11.5,1788.07
1966-07-14,10.08,0,2.0,0.0,18.0,0.0,10.5,8.0,947.35
1966-07-15,10.25,0,1.7,0.0,19.2,0.0,11.5,8.5,1050.98
1966-07-16,6.17,0,0.6,0.0,18.5,0.0,11.6,9.8,71.65
1966-07-17,4.75,0,0.6,0.0,17.8,0.0,7.8,2.7,5.61
1966-07-18,1.38,0,0.0,0.0,19.6,0.0,7.0,1.5,0.0
1966-07-19,5.46,0,0.0,0.0,21.6,0.0,7.2,1.3,25.8
1966-07-20,9.38,0,0.0,0.0,22.8,0.0,11.7,8.0,811.75
1966-07-21,7.17,0,0.0,0.0,23.6,0.0,13.5,11.0,188.7
1966-07-22,7.79,0,0.3,0.0,22.6,0.0,10.0,4.5,272.49
1966-07-23,13.21,0,1.4,0.0,20.5,0.0,12.6,13.2,1953.97
1966-07-24,12.46,0,1.2,0.0,17.4,0.0,13.2,12.5,2187.36
1966-07-25,9.42,4,0.0,0.0,17.5,0.0,8.6,5.4,617.52
1966-07-26,10.04,0,0.8,0.0,17.0,0.0,12.0,11.0,963.91
1966-07-27,5.46,4,0.0,0.0,17.8,0.0,12.5,4.5,26.12
1966-07-28,11.21,0,3.6,0.0,18.0,0.0,12.0,11.8,1675.58
1966-07-29,10.71,0,2.1,0.0,17.4,0.0,11.0,8.5,1576.15
1966-07-30,13.17,0,0.1,0.0,14.5,0.0,11.5,8.5,2073.29
1966-07-31,3.33,0,3.4,0.0,15.1,0.0,9.3,7.1,0.0
1966-08-01,5.41,0,0.0,0.0,18.5,0.0,8.0,5.9,23.03
1966-08-02,5.41,0,5.4,0.0,17.0,0.0,6.1,2.5,18.86
1966-08-03,7.08,0,0.2,0.0,18.4,0.0,12.0,11.5,141.41
1966-08-04,10.63,0,0.0,0.0,18.4,0.0,8.6,5.9,1151.37
1966-08-05,9.5,0,0.9,0.0,18.5,0.0,9.0,6.2,678.24
1966-08-06,3.17,0,0.5,0.0,16.1,0.0,8.5,5.0,0.0
1966-08-07,5.83,4,0.0,0.0,19.1,0.0,11.1,9.5,38.58
1966-08-08,8.25,0,8.0,0.0,17.6,0.0,8.4,4.5,393.2
1966-08-09,12.79,0,1.2,0.0,17.6,0.0,8.4,3.8,2026.04
1966-08-10,17.46,0,0.1,0.0,19.8,0.0,12.0,10.5,2046.1
1966-08-11,8.58,0,0.3,0.0,20.0,0.0,7.2,,423.26
1966-08-12,6.54,0,15.6,0.0,20.0,0.0,13.6,14.4,95.24
1966-08-13,9.67,0,5.5,0.0,17.8,0.0,13.0,12.5,839.65
1966-08-14,2.88,0,2.6,0.0,16.8,0.0,9.8,6.0,0.0
1966-08-15,4.17,0,0.0,2.0,20.0,0.0,6.0,0.5,0.94
1966-08-16,8.87,0,0.0,0.0,23.0,0.0,8.8,3.7,508.55
